text,label,auto_label_confidence
"""kalo mau ikut promo 3+1 gmn ya?""",Information,1.0
"""Apakah bisa mengganti nama menggunakan nama PT?""",Information,1.0
"""Masa aktif masih 3 bulan lagi, mau change packet bisa min?""",Information,1.0
"""pembayaran apa saja yang disediakan oleh biznet""",Information,1.0
"""Masa aktif masih 3 bulan lagi, mau ikut promo bisa?""",Information,1.0
"""Kalau saya tidak memiliki Bank dari ke-4 bank tersebut gimana? Saya punyanya bank BRI""",Information,1.0
"""saya ga bisa buka detik.com""",Problem,1.0
"""nggak mau udahan aja ah""",Problem,0.0
"""saya bisa dapet promo apa?""",Information,1.0
"""kenapa saya menerima tagihan atas nama orang lain?""",Problem,0.5
"""Untuk transfer antar bank ini menggunakan virtual account apa gimana?""",Information,1.0
"""bisa dirincikan untuk biaya promonya?""",Information,1.0
"""saya mau *12+5 *""",Problem,0.0
"""Saya kan hanya puna Bank BRI saja, berati nanti saya transfernya ke Bank apa ya?""",Information,1.0
"""tidak ada promo tersedia di my Biznet, gimana?""",Information,1.0
"""internet aku putus min tidak bisa dipakai""",Problem,1.0
"""bagaiamana cara setting router?""",Problem,0.6666666666666666
"""Maksudnya setting router tambahan atau extender""",Problem,1.0
"""Untuk layanan Biznet home ini ada kontrak berlangganannya ga?""",Information,1.0
"""saya mau promo 12+5""",Information,1.0
"""Promo terbaru""",Information,1.0
"""pembayaran biznet home bisa make bank apa aja ya??""",Information,1.0
"""Promo desember apa""",Information,1.0
"""koneksi dirumah saya lemot yah""",Problem,1.0
"""Saya tidak bisa bayar VA BCA""",Problem,1.0
"""Kalo modem dibawa pindah sendiri bisa ngga""",Problem,1.0
"""mau ikut promo""",Information,1.0
"""Apabila saya berlangganan dengan sewa modem apakah nantinya bisa beli perangkat modem?""",Problem,0.6666666666666666
"""Lokasi desa ketumping udah kofer blm""",Problem,0.0
"""kalo lewat shoope ga bisa ya?""",Problem,0.75
"""saya tidak ada pulsa jadi disini saja saya komplainnya""",Problem,0.0
"""internet mati""",Problem,1.0
"""Apabila nanti saya terminasi lalu saya berlangganan lagi apakah bisa?""",Request,0.6666666666666666
"""why mu quota doesnt decreased?""",Information,1.0
"""kalo saya bayar di jam 12 malam apakah bisa langsung aktit atau bertambah?""",Information,1.0
"""min internet saya mati""",Problem,1.0
"""Koneksi down""",Problem,1.0
"""status internet""",Problem,0.0
"""internet saya mati nih""",Problem,1.0
"""my quota didn't decreased any at all""",Problem,0.0
"""interner down""",Problem,1.0
"""internet aku gabisa dipakai""",Problem,0.0
"""down""",Problem,1.0
"""ini juga koneksi internetnya putus nyambung""",Problem,1.0
"""Biznet Home""",Problem,0.0
"""ada promo apa?""",Information,1.0
"""Biznet Dedicated""",Problem,0.0
"""saya mau tanya produk biznet home apa saja""",Information,1.0
"""i have red blinking lamp on my modem what should i do?""",Problem,0.6666666666666666
"""ganti paket""",Request,1.0
"""saya mau ubah nama akun apakah bisa?""",Information,1.0
"""biznet home""",Problem,0.0
"""please  check my account 5501147 , I forgot the service""",Problem,0.0
"""paket metronet""",Problem,0.0
"""lagi ada promo apa min?""",Information,1.0
"""Biznet homr""",Problem,0.0
"""mau tanya quota""",Problem,0.0
"""Connection Down""",Problem,1.0
"""Apakah 2025 PPN biznet jadi 12%?""",Information,1.0
"""Boleh minta metode pembayaran layanan Home""",Request,0.5
"""saya mau yg gamers, apa bisa di pasang di toko saya?""",Information,1.0
"""koneksi saya gk bisa dipake""",Problem,0.0
"""internet cepat""",Problem,0.0
"""biznet home""",Problem,0.0
"""Mau tanya inet saya down""",Problem,1.0
"""Biznet Home""",Problem,0.0
"""biznet home""",Problem,0.0
"""kalo saya mau relokasi gimana caranya?""",Request,0.6666666666666666
"""mau relokasi""",Request,1.0
"""waaaa you only can check based on billing number?""",Information,1.0
"""mau cek sisa quota""",Problem,0.0
"""Jalan Melawai kebayoran baru""",Problem,0.0
"""jakarta timur, cakung""",Problem,0.0
"""ngga bisa di info disini ya""",Information,0.6666666666666666
"""caranya bagaimana""",Problem,0.0
"""indikator modem jika down""",Problem,1.0
"""saya sudah restart tapi masih mati""",Problem,1.0
"""dapat IP publik statik ga ya?""",Information,1.0
"""mau relokasi""",Request,1.0
"""min internet mati""",Problem,1.0
"""bagaimana caranya login ke mybiznet ?""",Information,1.0
"""Biznet Home, internet DOWN""",Problem,1.0
"""saya mau tanya tentang promo""",Information,1.0
"""internet down""",Problem,1.0
"""soalnya ini internet lambat""",Problem,1.0
"""internet saya slow pas beut nich. ads yang bisa tangani gk kawan?""",Information,1.0
"""saya perlu internet di rumah dan TV, apakah ada?""",Information,1.0
"""min internet saya mati""",Problem,1.0
"""No, I just want to chat with you Bella""",Problem,0.0
"""promo biznet home""",Information,1.0
"""tanya promo yang ada""",Information,1.0
"""internet saya mati""",Problem,1.0
"""sudah di restart koneksi jadi mati""",Problem,1.0
"""saya mau ganti paket ke yg lebih murah gimana caranya?""",Request,0.6666666666666666
"""untuk pembayaran apakah bisa ditangguhkan""",Problem,0.0
"""layanan metronet itu apa""",Problem,0.0
"""please help me order promo 3+1""",Information,1.0
"""apa ada promo yg tersedia saat ini?""",Information,1.0
"""Connection intermitten""",Problem,0.0
"""Kalau saya lewat tanggal masa aktif akun nanti gimana nasib saya?""",Information,1.0
"""sorry udah aktif lagi nih""",Problem,0.0
"""Indikator modem huwawei saya berwarna merah""",Problem,1.0
"""dikarenakan kondisi keuangan saya maka saya minta ditangguhkan dibulan depan""",Request,1.0
"""relokasi""",Request,1.0
"""sudah di restart tapi kendala lambat masih juga ya""",Problem,1.0
"""koneksi saya down""",Problem,1.0
"""apa ada IPTV?""",Information,1.0
"""untuk cek speed di mana ya""",Information,1.0
"""ada paket apa saja IPTV?""",Information,1.0
"""berapa harga modem?""",Information,0.7142857142857143
"""internet saya down""",Problem,1.0
"""halo, apa bisa dibantu untuk berlangganan""",Problem,0.0
"""Hi bella saya ingin cek internet saya apakah aman di sistem?""",Information,1.0
"""payment problem""",Problem,0.0
"""biznet home""",Problem,0.0
"""hai, aku customer internetku naik turun deh""",Problem,0.0
"""Connection Slow""",Problem,0.0
"""biznet metronet""",Problem,0.0
"""saya ada kendala internet dilokasi tidak bisa digunakan dan ada loss merah""",Problem,1.0
"""promo metronet""",Information,1.0
"""saya ingin tau dulu harganya""",Problem,0.0
"""hasil speed test cuma 10 mbps, memang berapa ya kecepatan layanan saya""",Information,1.0
"""Biznet Home""",Problem,0.0
"""Kendala internet loss merah""",Problem,1.0
"""saya mau tambah data nomor telp""",Problem,0.0
"""terima kasih untuk ganti modem gimana""",Problem,1.0
"""Promo metronet""",Information,1.0
"""Pada point satu berapa lama diberikan waktunya?""",Information,1.0
"""Internet Down""",Problem,1.0
"""Kendala internet slow, gimana nih""",Problem,1.0
"""mau dong channel lengkapnya""",Problem,0.0
"""Biznet Metronet""",Problem,0.0
"""pilihan internet untuk kantor""",Problem,0.0
"""harga mesh wifi berapa?""",Information,1.0
"""Apakah modem Biznet sudah 1G""",Problem,1.0
"""apakah mybiznet sudah tersedia di appstore atau playstore ?""",Information,1.0
"""i have issu with my quota which is has been renewed since a week ago but didn't decreased any at all""",Problem,0.0
"""Biznet Metronet""",Problem,0.0
"""mau tanya paket promo yang tersedia skrg, tidak mau ke customer service""",Information,1.0
"""Biznet Home,""",Problem,0.0
"""harga modem berapa?""",Information,0.7142857142857143
"""kapan mybiznet ada di appstore?""",Information,1.0
"""Saya tidak bisa melakukan pembayaran melalui Bank Danamon""",Problem,1.0
"""untuk promo biznet home ada apa saja?""",Information,1.0
"""Min internet saya putus sambung dari sore tadi, modem ga di otak atik""",Problem,1.0
